dataset,seed,n_samples,name,mu_star,mu_star_conf
production,300,64,Resource Calendar ID4140,2800424.130669925,1123853.1316415428
production,300,64,Resource Calendar ID4142,2482727.632397344,1198968.0704795178
production,300,64,Resource Calendar ID4160,2541805.8174199555,1115955.7225033161
production,300,64,Resource Calendar ID4162,2531021.701461984,921026.6850760307
production,300,64,Resource Calendar ID4163,1575445.5087713504,406637.7193406937
production,300,64,Resource Calendar ID4167,2672591.910338607,1189801.2836482094
production,300,64,Resource Calendar ID4219,2676784.790396217,961670.1222507764
production,300,64,Resource Calendar ID4287,3135566.02701746,1258948.226905705
production,300,64,Resource Calendar ID4291,2046599.679345221,658280.1737510085
production,300,64,Resource Calendar ID4326,2580640.0067945505,924966.0698271497
production,300,64,Resource Calendar ID4355,1901793.9742950238,738220.339455321
production,300,64,Resource Calendar ID4385,2177430.8064137623,907167.9845168053
production,300,64,Resource Calendar ID4429,1913711.14526529,619358.4650767437
production,300,64,Resource Calendar ID4442,2470878.8031982165,964848.4978353858
production,300,64,Resource Calendar ID4445,3553501.834545393,1109874.34218177
production,300,64,Resource Calendar ID4491,2296931.4527272442,1003907.4781445215
production,300,64,Resource Calendar ID4493,88120560.45442216,26952494.41307982
production,300,64,Resource Calendar ID4528,2774628.3629689314,835094.9330169827
production,300,64,Resource Calendar ID4529,2424385.663939554,811625.5578017383
production,300,64,Resource Calendar ID4618,2072244.984283837,743123.8327471168
production,300,64,Resource Calendar ID4622,2631058.3219173606,1096112.454975767
production,300,64,Resource Calendar ID4641,2176552.64431243,750321.5246654103
production,300,64,Resource Calendar ID4718,2272260.418499809,780780.695051032
production,300,64,Resource Calendar ID4783,2531785.0220667277,1163373.7029646907
production,300,64,Resource Calendar ID4794,1712019.7808366783,556051.729555802
production,300,64,Resource Calendar ID4799,2394792.550914178,971345.4849743872
production,300,64,Resource Calendar ID4820,1772656.0396427403,718858.8496406699
production,300,64,Resource Calendar ID4851,1759511.716278464,697317.0742274624
production,300,64,Resource Calendar ID4872,2422360.4349222598,724563.8833570252
production,300,64,Resource Calendar ID4873,3217226.671612943,1227038.5021162732
production,300,64,Resource Calendar ID4882,2130457.873111308,693090.4027318972
production,300,64,Resource Calendar ID4890,2718601.7509122114,1298723.196424008
production,300,64,Resource Calendar ID4932,2725244.7008365523,1138314.9591952967
production,300,64,Resource Calendar ID4955,1872644.2716576245,578296.8889078607
production,300,64,Resource Calendar Start,2154349.0631350046,1064547.5881215632
